
            Article ID,Newspaper Title,Newspaper City,Newspaper Province,Newspaper Country,Year,Month,Day,Article Type,Text,Keywords
        ID70,Glasgow Advertiser,Glasgow,Scotland,United Kingdom,1790,09,17,entertain,A humorous Adventure of a Marriage negotiated by a Bill of Exchange in one of the English West India Islands. A Merchant originally from London having acquired a great fortune in this island concluded with himself he could not be happy in the enjoyment of it unless? he shared? it with a woman of merit ; and knowing none to his fancy he resolved to write to a worthy correspondent of his in London. He know no other ? than that he used in his trade ; therefore treating affairs of love as he did his business after giving his friend in a letter several comissions and reserving this for the last he went on thus : Item? seeing that I have taken a resolution to marry and that I do not find a suitable match for me here do not fail to send me by next ship bound hither a young woman of the qualifications and form following: As for a portion I demand none ; let her be of an honest family ; between 20 and 25 years of age ; of a middle stature and well proportioned ; her face agreeable her temper mild her character blameless her heatlh good and her constitution strong enough to bear the change of the climate that there may be no occasion to look out for a second through lack of the ? soon after she comes to hand ; which must be provided against as much as possible considering the great distance and dangers of the sea. If she arrives and conditioned as abovesaid with the present letter endorsed by you or at least an attested copy thereof that there may be no mistake or imposition I hereby oblige and engage myself satisfy the said letter by marrying the ? at 15 days ?. In witness ? ? I ? ? ?. The London correspondent read over and over the odd article which put the future ? on the same footing with the bales of good he was to send to his friend ; and after adressing? the prudent exactness of the naturalized Creole and his laconic stile in enumerating the qualifications he insisted on he endeavoured to serve him to his mind ; and after many enquiries he judged he had found a lady fit for his purpose in a young person of a reputable family but no fortune ; of good humour and of a polite education ; well shaped and more than tolerably handsome. He made the proposal to her as his friend has directed and the young gentlewoman who had no subsistence but from a cross old aunt who gave her a great deal of uneasiness accepted it. A ship bound for the West Indies was then fitting out at Bristol ; the gentlewoman went on board the same together with the bales of goods being well provided with all necessaries and particularly with a certificate in due form and indorsed by the correspondent. She was also included in the invoice the last article of which ran thus : Item a maid of 21 years of age of the quality shape and conditioned as per order ; as appears by the affadavits and certificates she has to produce. Writings which were thought necessary to so exact a man as the future husband were an extract from the parish register ; a certificate of her character signified by the curate ; an attestation of her neighbours setting forth that she had for the space of three years lived with an old aunt who was intolerably peevish and that she had not during all that time given her said aunt the least occasion of complaint. And li?y the goodness of her consitution was certified after ? by ? ?. ? ? departure the London correspondent sent several letters of advice by other ships to his friend whereby he informed him that per such a ? he sent him a young woman of such an age character and condition &c. in a word such ? desired to marry. The letters of advice the bales and the gentlewoman came safe to the port ; and our Creole who happened to be one? of the foremost on the pier and the lady's landing was charmed to see a handsome person who having heard him called by his name told him Sir I have a bill of exchange upon you and you know that it is not usually for people to carry a great deal of money about them in such a long voyage as I have made ; I beg the favour you will pleased to pay it. At the same time she gave him his correspondent's letter on the back of which was wrote The bearer of this is the spouse you ordered me to send you. Ha ?? ! said the Creole I never yet suffered my bills to be protested and I swear this shall not be the first : I shall reckon myself the most fortunate of all men if you allow me to discharge it. Yes Sir replied she and the more willingly since I am apprized of your character. We have several persons of honour on board who knew you very well and who during my passage have answered all the questions I asked them concerning you in so advantageous a manner that it has raised in me ? for you. This first interview was in a few days after followed by the nuptials which were very magnificent. The new married couple are satisfied with their happy union made by ? of exchange which was the most fortunate that had happened in that island for many years. ,marriage;Women--Great Britain;emigration and immigration;international trade
        ID71,Glasgow Advertiser,Glasgow,Scotland,United Kingdom,1790,10,04,inform,Extract of a letter from New York Aug. 3. Our harvest is over westward and through the southern counties of this State. This week will finish it in the northern and I am confident we have not had so fine a crop since 1774 and all gathered without a drop of rain which will render wheat fit for exportation in OCtober. The Summer grains are also abundant and those on the ground especially Indian corn equally promising. Should Europe require wheat at even two thirds of the prices given last year we shall draw a very large balance from them in specie. The public debt of this country having in course of a few days been funded brought many foreigners into deep speculations which reduced bills of exchange to par. ,international trade;agriculture
        ID72,Glasgow Advertiser,Glasgow,Scotland,United Kingdom,1790,11,15,entertain,A Transfer of Conjugal Love. On Monday last was married at Stockport an inhabitant of Macclesfield to a female on whom he had fixed his affections. It is to be observed that he did not toil through the tedious forms of courtship but at once got a wife as others sometimes get good places by purchase –and as we are informed the lady was valued at eight guineas and thirty yards of Irish cloth at 2s. 6d. per yard–which property he deposited in exchange for earthly treasure. –Whether a wife may be cheap or dear at that price time will shew. Her former husband having seen military service was not to be discomposed at trifles and his philosophy probably being strengthened on the occasion he attended the happy pair to church and saw the marriage ceremony ; after which they spent the evening at the bridegroom's house where all was gaity. The first husband parted with an helpmate had borne his sorrows twelve years ; and the second husband received a partner of his joys after having buried a former one just a week. ,marriage
        ID73,Glasgow Advertiser,Glasgow,Scotland,United Kingdom,1790,11,19,entertain,Court of Chancery. The King at the relation of the Bishop of London versus Anderson and Gipps. On the 18th of June 1692 the Hon. Mr. Boyle left by will the sum of 5400l. to be laid out in lands in Yorkshire out of the rents of which the sum of 90l. was to be paid annually to the College of William and Mary in New England to be applied for the purpose of propagating the Christian religion amongst the Indians in the back settlements in North America ; and likewise a further sum of 45l. to be paid to the same College for the support of two missionaries to preach the gospel. The city of London were left trustees and the management under the trust was by the will committed to the care of the Bishop of London. The present Bishop instituted this suit in which the city and a great number of other persons were parties for the single and indeed novel purpose of knowing whether (as the teststor had originally devised the several sums for the use of British subjects and the Americans having ceased to be in that situations since their independence) the annuity ought not to revert to this kingdom or to some other of his Majesty's colonies to be applied to similar purposes. This being the first determination of that nature since the American Revolution the Lord Chancellor decided it with that superior dignity of sentiment that always attends his decrees. Two phrases are sufficient– all charitable devices are to be held sacred– we cannot rake up the ashes of the dead in search of latent intentions. The annuities and arrears must be paid and Messrs. Anderson and Gipps and likewise the city of London must be paid their costs. ,bequests;charity;religion;Native Americans
        ID74,Glasgow Advertiser,Glasgow,Scotland,United Kingdom,1790,11,19,entertain,Curious Advertisement From the Pittsburgh Gazette Pittsburgh Dec. 23 1789. JULY the twenty-seventh day My wife Betsey ran away From bed and board–and this did say She would no longer with me stay. Since she has left me without cause I'll give her time enough to pause. That she may see her grievous error When I live happy with a fairer. So I forewarn both great and small To trust her any thing at all For of her contracts from this day One farthing's worth I will not pay. Dennis O'Bryan ,marriage
        ID76,Glasgow Advertiser,Glasgow,Scotland,United Kingdom,1790,11,22,entertain,On Tuesday afternoon the six Cherokee Chiefs visited the Cathedral of St. Paul's which they explain with an equal degree of curiosity and amazement. They were asked whether they would not attend the evening service which they readily complied and seemed particularly delighted with the organ. The Cherokee Chiefs having made us an offer of 20000 men gratitude obliges us to make them some acknowledgement whether we accept their offer or not.–We can very well spare them the members of the Halter Club–all our housebreakers highwaymen pick pockets swindlers Faro and E O Table keepers–and all their accomplices to an amazing number. Such a collection would be a truly valuable present.–Among them are found dispersedly all the qualities of able Generals–skilful Financiers –able Negotiators active Citizens–and men highly expert at a Coup de Main. Were we to add the Pugilistic tribe–the Cherokee Chiefs might on their return to their own country enter into a boxing war against their enemies–with a certainty of the most brilliant success. Trading Justices and Lawyers they would perhaps be glad to have ; and it is the opinion of most people that a few thousands of the latter description of men might be spared. ,Native Americans;military;crime
        ID78,Glasgow Advertiser,Glasgow,Scotland,United Kingdom,1790,11,26,inform,By letters from the New York Packet dated October 6 from Philadelphia we learn that there has been a very fine harvest in the Southern States and that the wheat has been wonderfully productive. A very large quantity had been bought up for the Spanish markets. The quality of European goods imported the last season was immense goods selling for considerable loss ; and such will always be the case when the Merchants in England anticipate a ray of fruitfulness of the American Soil.–The appearance of a Spanish war had given them great prospects of commercial advantages and a seven years war is what the Americans were all earnestly wishing for. ,agriculture;international trade
        ID80,Glasgow Advertiser,Glasgow,Scotland,United Kingdom,1790,11,26,inform,When the Cherokee Chiefs first visited Coventgarden Theatre one of them appeared much delighted with the splendid appearance of an Indian cap worn by one of the pantomime actors; this being observed the performer was directed the performance; the Chief amazed at the offer of the magnificent present said through his interpreter that even in his won country he should be unable to repay it ; however at present he would do the utmost in his power ; on this he ordered the actor to approach him and then lighting his Cherokee pipe stuffed with a variety of nauseous combustibles he too three whiffs himself and presenting the tube desired the actor to take three whiffs also–the greatest favour a Cherokee could confer ; the actor aastonished at the singularity of this unexpected honour reluctantly complied with the requestto the great entertainment of the Dramatic circle. ,Native Americans;theatre
        ID81,Glasgow Advertiser,Glasgow,Scotland,United Kingdom,1790,11,29,inform,DOMINICA. St. Pierre Martinico Sept. 11 This Colony is in a perfect state of anarchy ; is so much that we have had thoughts of quitting the island and going to Trinidad taking the negroes with us. Unless some speedy and effectual succours arrive the colony is utterly ruined. The greater part of the colonists this day assembled at Gros-morne.–The grenadiers who were in the fort of Trinity with twenty three officers of the regiment were glad to make their escape.– There are 1500 men in the FOrt Bourbon many of whom are from Dominica Guadaloupe and other colonies an supposed to have been sent by Martinico refugees.–The firing of cannon is heard incessantly ; at this rate the magazine of powder will soon be consumed. The Municipality of Fort Royal have been obliged to promise and sign whatever the insurgents have been please to dictate.–The soldiers run about the streets and oblige the inhabitants to give them money.–Imagine in short a scene of confusion and terror and you will then have some idea of the persent ? of Fort Bourbon and Fort Royal. The town of St. Pierre swarms with strangers who come here from all parts. M. Chabrol Colonel of the regiment which has been sent here together with a company of Chaffeurs has been appointed comandant o the NAtional troops. The women confident that it is in his power to re-establish tranquility prostrate themselves before him strew the ground on which he walks with flowers and affectionately embrace him.– He seems willing to comply with their wishes. The Colonial Assembly sits at Gros-morne guarded by an army of 4000 men under the command of M. Dumoise appointed by the General. We are assured that the insurgents are arming four privateers with which they mean to attack Trinity. Some soldiers attempted to penetrate among them but were repulsed by the Mulattoes. ,slave insurrections
        ID82,Glasgow Advertiser,Glasgow,Scotland,United Kingdom,1790,11,29,inform,Extract of a letter from Dublin Nov. 23. The drafts at Cork yesterday received the agreeable orders to return to their respective regiments immediately. The officers appointed to raise independent companies in Ireland have received orders to repair forthwith to England with whatever complement of men already entered but not to proceed with the completion of their number : in conference to this order they are preparing for their immediate departure. Last Tuesday two eminent merchants of this city received orders by way of a vessel arrived at Cork from Mess de Fouseca Olivarez and Co. at Seville for the immediate exportation of cotton white linen and mixed goods to a very large amount. Monday evening the Elizabeth and Mary Mark Purcell master arrived at Waterford from Annapolis in Maryland after a long and dangerous passage of 52 days in which they had nearly exhausted the whole of their provisions having been a very short allowance of half a naggin of rum diluted with one pint of bad water for twenty-four hours. She is heavy laden having on board six hundread hogsheads of tobacco a large quantity of pipe staves barrel hoops &c. and has been expected more than two months. Eight per cent was offered as insurance on ship and cargo but refused on account of the then probability of a war. ,shipping;war
        ID84,Glasgow Advertiser,Glasgow,Scotland,United Kingdom,1790,11,08,entertain,The Indian ships lately returned from Madras and Bengal gives unfavourable accounts of all the branches of commerce except that of matrimony which has succeeded wonderfully in the last female exportations. Out of eleven ladies who embarked on a marriage venture on board the Chesterfield Captain Burgess nine were connubially linked to weakly husbands within three months after their arrival and the other two were left in a way to complete this fortunate band of hymeneal adventu- rers. ,international trade;marriage;Women--Great Britain;emigration and immigration
        ID85,Glasgow Advertiser,Glasgow,Scotland,United Kingdom,1790,12,13,inform,THE INDIANS. IT is our wish in imitation of other newswritters to give now and then an account of such new publications as deserve the attention of the public; but in a paper published only twice a week where so much naturally occurs under the article of temporary news it is but seldom we can find room for this purpose:–when however any ting remarkable appears in the literary world we never fail to notice it although it may not be in our power to give an extensive and critical account of its excellencies. We take up the pen with real pleasure at present to announce the publication of a tragedy intitled THE INDIANS the reputed offspring of a learned Professor in this University. The great applause with which this play was received when performed at Richmond Theatre has raised the expectations of those who were not present at the performance to the highest pitch; and we think we may take upon ourselves to assert that upon perusing it even their highest expetations will not be disappointed.– The plot of the piece is taken from a well known story published at the end of a volum of poems written by the same gentleman. In the choice of a plot where so many dramatic writers of respectable talents have erred our author is peculiarly happy. He ha strictly observed the advice of Horace: Denique sit quid vis simplex dumtaxat et unum. It is simple and yet it does not disgust by an appearance of nakedness.–It is one for the complaints of Maraino and the return of Oniyo form a beginning; the machinations of Yerdal and Neidan to prevent their meeting a middle; and defeat of those arts an end which combined wake up a compleat and connected whole. In the delineation of character the author has on al every occasion attended to the quid quemque decent –there are hoever some few parts which the critic halts to consider but which amidst so many beauties he blushes to censure–Some lines for instance in the character of Ononthio do not strike us at first as strictly natural. Is so much humanity found inthe breast of an Inan Sachem as to prompt him to spare a victim about to be destroyed accoridng to the custom of the country; that victim a captive of war and not only so but a Briton who has been fighting against his countrymen amongst whom was his only son whom he bleived slain? Would he exert himself so much in favour of a stranger and a foe at the risk of displeasing the village and consequently of losing his power? Or is it likely that he would have greater influence with the superstitious crowd than he who was deemed of skill to bend to his purpose the demons that sway the fortune of mankind?–Another question concenring Ononthio and we leave him. Is it consistent with the philosophic firmness of the Sachem so to despair on receiving news of his son's death as to declare that he should know no comfort but to die? or is it consistent with his humanity to leave Maraino at such a period of distress when she most stood in need of his kind offices?–The first and best supported character in the piece is that of Maraino. Her mind seems intended as the seat of every amiable virtue. Her grateful reverence of Ononthio her unaffected piety and her humanity in interfering to save an unknown captive from death are pleasing??? which give??? an insight into her nature. In the breast of Mariano every thing is subordinate to her love for Onaiyo: this leading feature in her caracter is properly kept in view during the course of the piece. But even in this master-piece the author has perhaps once deviated a little from nature. The sentiments Maraino utters during the conversation with Sydney in the fifth act are rather those of a Phiosopher and Divine than a young creature the chorus of whole heart are tuned to the sweetest strains of tenderness and love. Can she who had lately discovered a long lost brother talk so coldly in his presence; Can she who had so lately heard of the safety of an adored-husband so entirely banish his image from her mind as to converse on matters so indifferent? Can the gentle Maraino become the cold moralist?–With this one exception the part of which we are speaking is finely drawn and highly interesting.–The language of the piece is every where elegant and in many places where the sentiment requires it sublime. The author has frequently dignified his verse by the introduction of obsolete words; this in general produces a good effect–but there is a danger of using them too often and of chusing them too ancient. it is a dangerous and difficult talk where all is so excellent to refer to any particular passage of scene as deserving most notice: it requires no small degree of taste and judgement. If there is any preference to be given it is perhaps to that scene in the 2d act where Onaiyo gives an account of the battle at Quebec; and the scene in the 4th act where Maraino is prompted by Neidan to slay her brother–who proves his innocence by the production of her husband's belt the sight of which draws an elegant speech from the enraptured fair. This scene however would be improved did it conclude with something more apt to the joyful moment than the solemn sounds of Ononthio: a speech excellent in itself and containing a very fine sentiment Sed nunc non erat his locus.– Upon the whole the tragedy upon which we have guided by impartiality spoken so freely is in our opinion far superior to most of those plays which have appeared of late years:–it is devoid of bombast:–it is nature–and she must inevitably please. ,theatre;Native Americans
        ID86,Glasgow Advertiser,Glasgow,Scotland,United Kingdom,1790,02,01,inform,Advice from Charlestown South Carolina says that the Indians in Washington county commit the most horrid depredations and cruelties. They have set fire to several houses; and a woman who had a sick husband telling them from a window of her calamity they shot her dead on the spot and then set fire to the spot. The sick man was consequently burnt. A Colonel Harling has greatly exerted and distinguished himself in opposing the Indians on a part of the American frontiers. This gentleman with two hundred men even went into the very heart of an Indian settlement and defeated the savages. He then penetrated the country destroying all before him and returned without the loss of a man. Every possible acknowledgement was made of his services and bravery and a liberal subscription made for his gallant little army. ,Native Americans
        ID314,Glasgow Advertiser,Glasgow,Scotland,United Kingdom,1790,11,01,inform,Kentucky May 19.1790. We arrived safe at this place??? beginning of April from Pittsburgh and adreadful passage we had of it. The waters of??? river Ohio which had risen rapidly since March now poured down in a perfect torrent;??? we were in as much danger of foundering at??? rapids as we would have been in the middlethe Atlantic in a severe gale. We were frequently too in the most imminent danger of our life from the limbs of trees hanging just above the???; and through which we were often hurried??? rate of seven miles an hour but the impetuo??? of the stream. If any of the canoes had been tangled among these branches (which in manyplaces hang very thick over the river) they??? inevitably have been overturned and?????? buried in the ??? of the Ohio; fortunately??? accident happened to us. Our apprehensions of drowning were equalled by those of an attack from theIndians who infest the river and who inhabit??? banks: Some time ago they killed a Mr. W??? Browne and a Mr. Allison who were returning to Lexington from Miami. The barbarities they commit are wanton and inhuman to the l??? degree. On the 3d ult. they attacked a boat??? few miles from Limestone and killed three???sons two men and a woman; a few days after this they killed two men on Licking river and took a boy prisoner and on their return at???ed a boat below the Scioto as it came to sh??? and killed four men and took one man and two women prisoners. About three weeks ago they???ed on a boat and a canoe above the Scioto??? both sides of the river at the same time bywhich means they killed two men; and in sho??? to such a degree have they carried these inh??? practices that it is dangerous to stir fromhome but in large parties and properly prepar??? to receive them. ,weather;Native Americans
