
            Article ID,Newspaper Title,Newspaper City,Newspaper Province,Newspaper Country,Year,Month,Day,Article Type,Text,Keywords
        ID22,Glasgow Advertiser,Glasgow,Scotland,United Kingdom,1789,10,09,inform,Philadelphia Aug. 5. We are happy in informing our readers that in the memory of the oldest man among us a more plentiful year has not been known than the present. Neither mildew nor fly has affected the wheat; the grain is heavy and full and in large quantities. The other grains are likewise plentiful and of an excellent quality. Such distinguished favours call for the gratitude of the inhabitants of the United Sates to the great Author of Nature; especially when these blessings of nature are connected in the same year with deliverance from anarchy and with the establishment of a wise free and just government. ,agriculture
        ID23,Glasgow Advertiser,Glasgow,Scotland,United Kingdom,1789,10,09,inform,Albany Aug. 10. By a gentleman who arrived in this city on Friday last from the county of Ontario in the Genesee county (the territory lately ceded by this state to the commonwealth of Massachusetts) we are informed that four days before he left that county Colonel Brant from Niagara at the head of between 16 and 1800 of the principal Sachems and other Indians of the Six Nations had arrived at Conadoque the seat of Oliver Phelps Esq; on a visit of friendship and at the same time to receive the money due them for the lands sold to the company of Messrs. Gorham and Phelps–That they were met by Mr. Phelps and the principal inhabitants of Conadoque four miles from that place and conducted into town –That they were highly gratified with the treatment they received and with the manner in which they had disposed of their lands.–The gentleman further informs that there is now about 3000 inhabitants in the above county and that the land is of a good quality. ,Native Americans
        ID24,Glasgow Advertiser,Glasgow,Scotland,United Kingdom,1789,10,09,inform,New York Aug. 20. The weather last week in this city and suburbs continued to be extremely hot until Sunday midnight after a thunder squall. The change which then took place was very sudden and unhealthy. Upwards of twenty persons fell unhappy ?ic tions to the heat last week; and it is said that as many of them died by over labouring as by drinking cold water Raw rum has been found exceedingly pernicious in this extreme heat; –man who was seen intoxicated but a few momments before suddenly fell on one of those days –and the cry was– Poor fellow! he has certainly drank too much cold water! Cold water has however been instantaneously fatal in se - veral instances. To be concluded in our next. ,weather;health
        ID25,Glasgow Advertiser,Glasgow,Scotland,United Kingdom,1789,11,20,inform,We have been favoured by a friend with the following extract of a letter from Grenada by the last West India Packet. A Mr. C– has just arrive here from Martinico where he left the white inhabitants in arms. The negroes there had conceived an idea that the Parliament of England had set the English negroes free ; where upon those on several of the most considerable estates assembled together to the amount of 4000 and retired to the mountains declaring they would no longer be slaves ; saying that they had as good a right to be free as the negroes in the English islands. What has been the event is unknown ; but some reports say that they had arms and had resisted the military and the militia ; and that 400 had been taken and condemned to die. It is a little singular that such an alarming spirit of discontent should first make its appearance among the French negroes if they are (as has been assented by several writers) so much more civilized so much better treated than those of the English islands. God knows what bloodshed may soon follow from the mistaken humanity of some well meaning but ill informed leaders among you. ,slavery;slave insurrections
        ID26,Glasgow Advertiser,Glasgow,Scotland,United Kingdom,1789,11,23,inform,Trade is reviving in America to a very great degree –and such is the appearance of things that in a very few years we may expect to see as firm an union of mercantile interests betwixt this country and the United States as ever subsisted. It is in vain to instil prejudices against Great Britain in the mind of an American merchant ; he knows this to be the ready-money market and he will come to it accordingly. ,international trade;United States--Relations--Great Britain;Great Britain--Relations--United States
        ID28,Glasgow Advertiser,Glasgow,Scotland,United Kingdom,1789,11,23,inform,Extract of a letter from a gentleman in Danville (Kentucky) to his friend in Baltimore It is with great concern I communicate to you the following truly melancholy intelligence: –About three weeks ago Mr. Richard Chenoweth had six or eight men allowed him by the officer of the garrison at the Falls to guard his exposed plantation in Bear Crab Settlement below the Falls. In the evening of their arrival before they had taken their station as a guard a number of Indians rushed into Mr. Chenoweth's house killed two of the soldiers and three of Mr. Chenoweth's children and tomahawked and scalped his wife leaving her on the floor for dead– Mr. Chenoweth (who had his arm broke by the savages) with the rest of the men made their escape.–There was one of Mr. Chenoweth's children sick in a chamber and it is reported she never heard any thing of the dreadful massacre; but next morning crawling down stairs she was inexpressibly shocked at the sight of a beloved parent almost breathless–Mr. Chenoweth returned next day to his house and carried his wife to a neighbouring plantation where they are both likely to recover and what is remarkable she wants to return to her own house.–The savages have been very troublesome in this neighbourhood. –A small company are gone to White River to extirpate 80 or 90 Indians who as spies have informed have upwards of 300 horses &c. at that place. ,Native Americans
        ID29,Glasgow Advertiser,Glasgow,Scotland,United Kingdom,1789,11,23,inform,Extract of a letter from a gentleman in Pittsburgh to his friend in Philadelphia dated Sept. 2. The Indians have killed six soldiers at the mouth of Little Sandy Creek below the Great Kanawa where the New Englanders were forming a settlement. ,Native Americans
        ID31,Glasgow Advertiser,Glasgow,Scotland,United Kingdom,1789,11,27,persuade,What mighty contests rise from trivial things; That the present Revolution in France is a consequence of the Revolution in America cannot admit of a doubt. The American Revolution originated in Adams a very insignificant Bostonian. Not that this Adams had the least expectation of American independence when he fomented the opposition to the stamp-act; indeed no human wisdom could possibly have foreseen the subsequent folly and imprudence of the British administration and its obsequious Parliament. An Administration so totally destitute of common sense so totally ignorant of every princple of sound policy no nation ever beheld. Adams had the sagacity to avail himself of such despicable policies.–Fortunately for the American cause the Generals that were sent from England were of congenial abilities with the Minister and the Americans themselves were surprised at the facility with which they acquired their independence. –Yet all the blunders of the British administration and the miserable conduct of the British Generals would hardly have been sufficient to emancipate America notwithstanding her extreme weakeness without the assistance of France; and this assistance depended entirely on Dr. Franklin being driven to Paris by the fatal-philippic of a certain great lawyer. Such therefore is the chain of concurrent circumstances that hath overturned the French monarch. If the British minister had possessed common sagacity–if he could have distinguished a general from a corporal; if Franklin had been treated with common civility America would have remained a British colony and France an absolute monarch for ages yet to come. ,revolution
        ID32,Glasgow Advertiser,Glasgow,Scotland,United Kingdom,1789,12,11,inform,Mr. Ephraim Daniel of Baker's-row Mileend received the following letter from a friend in Holland last week: Sir your friend L–y who is just come here from the East Indies desires me to inform you that your unfortunate relation who left you with the transports for Botany Bay was well in February last. He has settled at Port Jackson and has leave to teach the children of some of your nation to read and write in your own way. The place is much improved since you ahve had any letters form it as there was no person without a habitation and being in some order when he left it. Except wearing apparel very little is wanting but business ; but you may thank the Dutch at Batavia for it as they have brought several useful things there. The last crops of corn and the garden grounds were in very good condition : and what makes the settlement more convenient one of the people who came in the first fleet makes all forts of earthn ware for use and ornament as the clay is equally good as that of Delft or elsewhere. He was surprised to see so many people without hats or shoes and houses without windows and full of wicker and rush furniture which is used in the place of almost every thing else. If the smiths had a plentiful supply of coal and iron hardly any utensils would be wanting. Your nephew has two children and says all that are born there are very healthy and more born than are buried or executed of grown people. The Christians Church was quite finished before he came away ; and he thinks if there were enough of your people they might have a place to themselves. The farthest of the lines was seldom visited by the savages ; and it was reported when he came away that as soon as more troops and a new Governor comes over they would go farther than ever up the country when some valuable discovers are expected to be made ; they have a gum which may be used for gum arabic which is veyr useful. He expects several of your people will go from Batavia to settle there very soon ; and wonders a way for sending old clothes is not yet found out. Norfolk Island is os thinly inhabited that it is not worth a stranger's while to land there ; and as little is said about it there as if it was as far off as Europe &c. &c. ,settlement description;religion;demography
        ID33,Glasgow Advertiser,Glasgow,Scotland,United Kingdom,1789,12,11,inform,Extract of a letter from a gentleman in America to his friend in Greenock . No doubt Sir you have been expecting this some time a remittance in money for your goods; but as part of them is still on hand I could not properly answer you in cash or bills ; however if you will accept of wheat in return it shall be immediately sent you ; for our wheat crop has been so plentiful that we can supply you with many thousand bolls of an eceeding fine quality ; and to my knowledge there are several ships loading for your market at present. ,agriculture;international trade;currency;shipping
        ID34,Glasgow Advertiser,Glasgow,Scotland,United Kingdom,1789,12,11,inform,The American Congress having declared it to be the interest of the United States to encourage agriculture by the cultivation of large plantations and to purchase their merchandize from Europe have in consequence considerably lowered the duties on such merchandize. They have also resolved to sell four or five millions of acres of land instead of two millions which they sold annually in the States; the produce of which will son suffice to prevent the necessity of circulating paper money any longer. ,agriculture;international trade
        ID35,Glasgow Advertiser,Glasgow,Scotland,United Kingdom,1789,12,14,advertisement,The MERCHANTS trading to North America Prior to the year 1776 ARE desired to meet in the Merchants Hall on Friday the 18th December at 12 o'clock noon on business of importance. Glasgow 12 Dec. 1789. ,international trade;meeting
        ID36,Glasgow Advertiser,Glasgow,Scotland,United Kingdom,1789,12,14,inform,Orders are sent to Plymouth for the Echo sloop of war Capt. Drew lately arrived from Newfoundland and now lying in the Sound to get ready for sea and proceed with all possible dispatch to New York–to acquaint the American Merchants that the British ports are open for the importation of American wheat :–It is to be hoped this salutary measure will reduce the present high price of wheat and flour. ,international trade;agriculture;shipping
        ID37,Glasgow Advertiser,Glasgow,Scotland,United Kingdom,1789,12,14,inform,The West India merchants who were in the utmost anxiety for the arrival of the packet from the West Indies have been most agreebly relieed from their apprehensions. The account of the insurrections in Martinique which we received through France and which has been since confirmed in the National Assembly naturally alarmed them for the British islands. We are happy to inform our readers that the packet brings no intelligence whatever of tumult of insurrections. We have not heard even that the letters bring any account of the conspiracy in Martinique ; a circumstance which can only be accounted for by the little communication which exists between the islands at this season of the year. ,slave insurrections;international trade
        ID38,Glasgow Advertiser,Glasgow,Scotland,United Kingdom,1789,12,14,inform,This day arrived a mail from New-York brought to Falmouth by the Sandwich packet in thirty-three days. ,shipping;postal service
        ID40,Glasgow Advertiser,Glasgow,Scotland,United Kingdom,1789,12,14,inform,Extract of a letter from Dominica Sept. 6. This day week the most diabolical design that that ever was formed was discovered in Martinico : It was an insurrection of the negroes who were that night to have set fire to the large and beautiful town of St. Pierre ; while the white people were all in confusion and striving to escape the flames they were to be butchered indiscriminately man woman and child.–The combustibles were laid in upwards of 100 houses consisting of hemp dipped in turpentine. The plot was not discovered till five o'clock in the evening when a negro belonging to an old lady stung with remorse on thinking that he must murder the woman who brought him up form a child disclosed it to her. The Troops being thereupon assembled 40 of the negroes were taken armed with a hanger and a long knife the insturments which were in a few hours to have put a period to the existence of upwards of 5000 people. All the inhabitants have been under arms ever since as they are afraid the negroes will attemp to release the 40 who are in gaol. ,slavery;slave insurrections
        ID41,Glasgow Advertiser,Glasgow,Scotland,United Kingdom,1789,12,14,entertain,Living out of the World To the PRINTER. Sir ABOUT two month ago I went to the country to pay a visit to a friend in a remote county; and though I am much of what may be called a newspaper man I never thought of ordering my papers to be sent down to me. To my utter astonishment my rustic landlord did not take in own newspaper; so there was I stuck down with my friend in the country–knowing no more of what passed in town than if I had been in Lapland. Intending every day should be my last I went on without ordering your or any other paper till two months had passed away at which period I returned to town. And there Sir I was quite a new man and just as if I had dropped down from the clouds. Every day I heard people talking of occurrences of which I knew nothing : Revolutions in France by Fishwomen ; and battles in Flanders against the Emperor who I thought was fighting against the Turks. But even this was not the most distressing–for one day meeting a friend I inquired very cordially after his wife who I found a few days afterwards had eloped just before with another gentleman ; and meeting with a lady I inquired kindly for her sister who I found had departed to the other world a fortnight before. On this account I never will stir again out of the world unless your paper goes along with me. I hold a newspaper to be a kind of viaticum with which every man should be provided and which become the more necessary the further we remove from town It. is the only way to keep pace with what is going on every day in the fashionable or literary world–and to prevent talking about dead friends or wives that have absconded. In short Sir a newspaper is my creed –and never will I again travel without my faith along with me : having fully experienced the unpleasantness of being sent back into the world as ignorant as if I had been born again– I hereby give notice – That if an hottentot friend of mine invites me who does not take in your paper or some other– I will not visit him. DICK DESPERATE. ,newspapers
